,1#




















,1#




















,AAC09-B1：HNRNPC_shRNA1
,AAC09-B2：HNRNPC_shRNA2
,AAC09-B4：HNRNPC_shRNA3
,LAB85-B4：SRFS11_shRNA1
,LAB85-B6：SRFS11_shRNA2
,LAB85-B7：SRFS11_shRNA3
,001：SHC001_Misson pLKO.1- puro Control Vector
,016：SHC016_pLKO.1-PURO NON-TARGET Control DNA&
